Brand,Name,Boarding_time,Km,Discharge,New_price,Sec_price
马自达,睿翼 2012款 轿跑 2.0L 手自一体 豪华版,2013年1月,4.13万公里,国4,20.06万,10.98
马自达,马自达6 2013款 2.0L 超豪华型,2014年3月,2.87万公里,国5,17.35万,7.98
马自达,阿特兹 2015款 2.0L 蓝天尊贵版,2016年1月,1.20万公里,国5,22.34万,15.5
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年2月,12.00万公里,国3,21.04万,4.9
马自达,马自达3 星骋 2012款 两厢 2.0L 自动 豪华运动型,2016年5月,2.30万公里,国4,16.26万,8.8
马自达,马自达6 2007款 2.0L 手自一体超豪华型,2008年12月,4.40万公里,国4,21.69万,5.3
马自达,马自达6 2008款 2.0L 手自一体时尚型,2008年1月,6.83万公里,国3 ,19.52万,3.88
马自达,马自达6 2007款 2.0L 手自一体超豪华型,2007年5月,7.60万公里,国4,21.69万,4.2
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年6月,5.30万公里,国4,22.77万,4.58
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年11月,6.30万公里,国3 ,20.60万,5.38
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2009年4月,8.30万公里,国3,22.77万,5.35
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年9月,6.60万公里,国3,22.77万,4.55
马自达,马自达6 2011款 2.0L豪华,2011年1月,8.00万公里,国4,20.60万,5.98
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年3月,5.90万公里,国3 ,20.60万,5.38
马自达,阿特兹 2017款 2.0L 蓝天豪华版,2017年2月,百公里内,国5,20.60万,17.76
马自达,马自达5 2007款 2.0L 自动舒适型,2009年3月,9.80万公里,国4,18.43万,6.88
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年8月,6.20万公里,国3,21.04万,4.8
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年6月,6.20万公里,--,20.60万,5.39
马自达,马自达6 2007款 2.0L 手自一体豪华型,2006年9月,8.50万公里,国4,20.60万,3.5
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年1月,5.10万公里,--,20.60万,5.58
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年8月,7.60万公里,国4,22.77万,4.2
马自达,马自达6 2010款 2.0L 手自一体时尚型,2010年1月,4.00万公里,--,19.52万,4.9
马自达,马自达5 2013款 2.0L 自动 舒适型,2014年8月,5.00万公里,国4,19.19万,10.28
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年8月,8.30万公里,国4,22.77万,4.05
马自达,马自达6 2008款 2.0L 手自一体超豪华型,2009年4月,7.00万公里,国3,21.69万,5
马自达,马自达6 2007款 2.0L 手自一体时尚型,2009年7月,12.00万公里,--,19.52万,4.68
马自达,马自达6 2006款 2.0L 手自一体豪华型,2006年5月,8.70万公里,--,20.60万,3.7
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年9月,10.00万公里,国3,21.04万,5.3
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年12月,7.68万公里,国4,22.77万,4.18
马自达,阿特兹 2015款 2.0L 蓝天豪华版,2016年3月,0.95万公里,国5,20.49万,14.9
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年8月,5.30万公里,--,20.60万,5.88
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.80万公里,国3,22.77万,4.5
马自达,马自达6 2008款 2.0L 手自一体时尚型,2008年4月,12.00万公里,国3 ,19.52万,3.68
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年8月,6.80万公里,国3 ,20.60万,4.88
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.50万公里,国3,22.77万,4.5
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.60万公里,国3,22.77万,4.48
马自达,马自达3(进口) 2010款 2.0L 自动豪华型,2010年11月,9.00万公里,国4,20.49万,7.28
马自达,马自达CX-5 2014款 2.0L 自动 两驱 都市型,2015年11月,1.25万公里,国5,21.04万,15.6
马自达,马自达6 2008款 2.0L 手自一体超豪华型,2008年8月,6.80万公里,国3,21.69万,4.5
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年10月,6.80万公里,国3 ,20.60万,4.88
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年10月,6.80万公里,国3,22.77万,4.5
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年7月,8.20万公里,国4,22.77万,4.5
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.60万公里,国3,22.77万,4.5
马自达,马自达6 2007款 轿跑 2.0L 手自一体运动型,2007年9月,8.30万公里,国3,21.04万,4.5
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2009年6月,7.50万公里,国3,22.77万,5.28
马自达,马自达6 2008款 2.0L 手自一体时尚型,2008年6月,8.30万公里,国3 ,19.52万,4.8
马自达,阿特兹 2015款 2.0L 蓝天豪华版,2016年3月,1.35万公里,国5,20.49万,14.8
马自达,马自达6 2006款 2.0L 手自一体豪华型,2006年9月,9.60万公里,--,20.60万,3.3
马自达,马自达CX-5 2015款 2.0L 自动 两驱 都市型,2016年2月,1.20万公里,国5,20.71万,15.6
马自达,马自达6 2011款 2.0L豪华,2010年7月,5.80万公里,国4,20.60万,6.2
马自达,马自达6 2011款 2.0L时尚,2011年7月,5.10万公里,国4,19.52万,6.2
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年5月,9.53万公里,国3,22.77万,4.78
马自达,马自达6 2007款 2.0L 手自一体超豪华型,2007年6月,5.00万公里,国4,21.69万,4.98
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年6月,5.10万公里,国4,20.60万,4.98
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年5月,5.30万公里,国4,20.60万,4.78
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年8月,4.60万公里,国3 ,20.60万,5.98
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年6月,6.20万公里,国4,20.60万,4.85
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年12月,5.30万公里,国3,21.04万,5.45
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年12月,5.30万公里,国3,22.77万,5.35
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年12月,5.60万公里,国3,22.77万,5.38
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年11月,5.70万公里,国3,21.04万,5.48
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年7月,6.70万公里,国3,22.77万,4.68
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年7月,6.00万公里,国3 ,20.60万,5.58
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年3月,5.80万公里,国3 ,19.52万,5.72
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.70万公里,国3,22.77万,4.78
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年6月,6.38万公里,国3,22.77万,5.18
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年7月,5.30万公里,--,20.60万,5.8
马自达,马自达6 2006款 2.0L 手自一体豪华型,2006年4月,8.00万公里,--,20.60万,3.88
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年7月,6.80万公里,国3,21.04万,5.05
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2009年3月,6.00万公里,国3,22.77万,5.68
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年6月,6.50万公里,国3,21.04万,5.4
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2009年5月,5.90万公里,国3,22.77万,5.78
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年7月,6.50万公里,国3 ,20.60万,4.98
马自达,马自达6 2007款 2.0L 手自一体豪华型,2006年12月,7.60万公里,国4,20.60万,4.4
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年6月,5.90万公里,国3 ,20.60万,5.62
马自达,马自达6 2008款 2.0L 手自一体时尚型,2008年8月,6.78万公里,国3 ,19.52万,4.88
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年9月,6.68万公里,国3 ,20.60万,4.98
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年8月,5.30万公里,--,20.60万,5.5
马自达,马自达6 2008款 2.0L 手自一体时尚型,2008年10月,6.39万公里,国3 ,19.52万,4.98
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年7月,6.60万公里,国3,22.77万,4.8
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年9月,7.20万公里,国4,22.77万,4.5
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.60万公里,国3,22.77万,4.78
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.60万公里,国3,22.77万,4.8
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.80万公里,国3,22.77万,4.8
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年8月,6.60万公里,国3 ,20.60万,4.98
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年7月,5.20万公里,--,20.60万,5.88
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年10月,7.39万公里,国4,20.60万,4.8
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年3月,6.20万公里,国3 ,20.60万,5.35
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年10月,7.26万公里,国4,20.60万,4.28
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年6月,7.65万公里,国4,22.77万,4.58
马自达,马自达6 2011款 2.0L豪华,2011年9月,6.00万公里,国4,20.60万,6.5
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年11月,6.60万公里,国3,22.77万,4.88
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年11月,6.60万公里,国3,22.77万,4.8
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年11月,6.60万公里,国3,22.77万,5.3
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年2月,6.52万公里,国3 ,19.52万,5.6
马自达,马自达6 2008款 2.0L 手自一体时尚型,2008年8月,6.89万公里,国3 ,19.52万,4.8
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年10月,6.80万公里,国3,21.04万,5.3
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年8月,7.69万公里,国4,20.60万,4.58
马自达,马自达6 2010款 2.0L 手自一体豪华型,2009年10月,6.00万公里,--,20.60万,6.26
马自达,马自达CX-4 2016款 2.0L 自动 两驱 蓝天品位版,2016年7月,1.40万公里,国5,18.43万,15.9
马自达,马自达6 2008款 轿跑 2.0L 运动型,2009年6月,6.30万公里,国3,21.04万,5.3
马自达,马自达6 2006款 2.0L 手自一体豪华型,2006年12月,8.20万公里,--,20.60万,3.8
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年9月,7.68万公里,国4,20.60万,4.28
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年11月,6.80万公里,国3,22.77万,5.3
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年11月,6.80万公里,国3 ,20.60万,5.48
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年12月,6.80万公里,国3 ,20.60万,5.6
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2010年1月,6.80万公里,国3,22.77万,5.15
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年6月,6.39万公里,国3 ,19.52万,5.18
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年10月,7.69万公里,国4,22.77万,4.58
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年6月,6.39万公里,国3 ,19.52万,4.88
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年11月,6.87万公里,国3 ,20.60万,5.5
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年4月,8.20万公里,国4,20.60万,4.18
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年4月,6.70万公里,国3 ,20.60万,5.65
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2009年6月,6.50万公里,国3,22.77万,5.26
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年11月,7.89万公里,国4,22.77万,4.68
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年3月,8.50万公里,国4,20.60万,4.7
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年10月,7.20万公里,国3,22.77万,5.22
马自达,马自达6 2007款 2.0L 手自一体豪华型,2008年5月,7.60万公里,国4,20.60万,5.04
马自达,马自达6 2008款 轿跑 2.0L 运动型,2009年2月,7.00万公里,国3,21.04万,5.7
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年5月,7.60万公里,国3 ,20.60万,4.99
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年6月,6.80万公里,国3 ,19.52万,5.2
马自达,马自达6 2008款 2.0L 手自一体时尚型,2008年6月,7.60万公里,国3 ,19.52万,4.58
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年6月,6.81万公里,国3 ,19.52万,5.68
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2008年3月,7.90万公里,国4,22.77万,4.65
马自达,马自达6 2008款 2.0L 手自一体时尚型,2008年12月,7.30万公里,国3 ,19.52万,5.38
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年3月,7.90万公里,国3 ,20.60万,4.88
马自达,马自达6 2008款 轿跑 2.0L 运动型,2009年5月,7.00万公里,国3,21.04万,5.67
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年3月,8.00万公里,国3,22.77万,5.3
马自达,马自达6 2008款 轿跑 2.0L 运动型,2009年3月,7.20万公里,国3,21.04万,5.63
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年6月,8.75万公里,国4,20.60万,4.65
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年7月,7.41万公里,国3 ,20.60万,5.2
马自达,马自达6 2011款 2.0L豪华,2011年5月,5.40万公里,国4,20.60万,7.02
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年1月,7.60万公里,国3 ,19.52万,5.2
马自达,马自达6 2008款 轿跑 2.0L 运动型,2009年7月,7.20万公里,国3,21.04万,5.7
马自达,马自达6 2007款 2.0L 手自一体豪华型,2008年10月,8.00万公里,国4,20.60万,5.1
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年10月,9.00万公里,国4,20.60万,4.5
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年7月,8.40万公里,国3,21.04万,5.3
马自达,马自达6 2011款 2.0L豪华,2011年2月,6.00万公里,国4,20.60万,6.98
马自达,马自达6 2005款 2.0L豪华天窗版,2005年2月,9.87万公里,--,21.69万,2.88
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2009年2月,8.00万公里,国3,22.77万,4.9
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年7月,8.50万公里,国3,22.77万,4.88
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年5月,8.90万公里,国3 ,20.60万,5.8
马自达,马自达6 2011款 2.0L时尚,2012年3月,7.00万公里,国4,19.52万,7.58
马自达,马自达6 2005款 2.0L豪华天窗版,2006年1月,11.60万公里,--,21.69万,3
马自达,马自达6 2008款 2.0L 手自一体超豪华型,2008年5月,9.00万公里,国3,21.69万,5.5
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年8月,7.00万公里,--,20.60万,5.98
马自达,马自达6 2006款 2.0L 手自一体超豪华型,2006年1月,12.00万公里,国3,21.69万,3.8
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年12月,9.20万公里,国3 ,20.60万,4.58
马自达,马自达6 2013款 2.0L 时尚型,2013年1月,10.00万公里,国5,16.04万,6.9
马自达,马自达6 2007款 2.0L 手自一体豪华型,2010年3月,8.80万公里,国4,20.60万,6.2
马自达,马自达6 2011款 2.0L时尚,2010年10月,8.00万公里,国4,19.52万,7.3
马自达,马自达6 2010款 2.0L 手自一体时尚型,2010年8月,13.00万公里,--,19.52万,5.5
马自达,马自达5 2007款 2.0L 自动豪华型,2010年6月,8.40万公里,国4,19.84万,7.68
马自达,马自达CX-5 2013款 2.0L 自动 两驱 舒适型,2014年1月,6.10万公里,国5,19.95万,13.58
马自达,马自达6 2008款 2.0L 手自一体时尚型,2010年9月,9.20万公里,国3 ,19.52万,5.78
马自达,马自达6 2007款 2.0L 手自一体豪华型,2010年3月,8.80万公里,国4,20.60万,6.2
马自达,马自达6 2004款 2.0L豪华型,2004年4月,15.00万公里,国2,21.04万,3
马自达,马自达6 2012款 2.0L 时尚,2013年4月,6.20万公里,国4,19.52万,7.2
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年8月,7.60万公里,国4,22.77万,4.2
马自达,马自达6 2011款 2.0L豪华,2011年3月,4.50万公里,国4,20.60万,7.1
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年11月,17.69万公里,国3 ,20.60万,6.9
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年8月,5.16万公里,国3 ,20.60万,4.88
马自达,马自达5 2011款 2.0L 自动 豪华型,2010年7月,6.00万公里,国4,20.82万,9.8
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年1月,6.50万公里,国4,20.60万,4.6
马自达,马自达6 2008款 2.0L 手自一体时尚型,2007年11月,6.20万公里,国3 ,19.52万,4.98
马自达,睿翼 2009款 2.0L 手自一体,2009年5月,5.30万公里,国4,22.12万,7.58
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年3月,6.30万公里,国3,21.04万,4.8
马自达,马自达6 2010款 2.0L 手自一体超豪华型,2010年3月,5.00万公里,--,21.69万,5.5
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年2月,5.10万公里,--,20.60万,6.58
马自达,马自达6 2011款 2.0L时尚,2010年11月,5.00万公里,国4,19.52万,5.98
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年10月,6.20万公里,国3,21.04万,5
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年9月,6.70万公里,国3,22.77万,4.78
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年7月,5.30万公里,--,20.60万,5.5
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年10月,7.38万公里,国4,20.60万,4.28
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年6月,7.36万公里,国4,20.60万,4.18
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年7月,6.60万公里,国3,22.77万,4.8
马自达,马自达6 2008款 2.0L 手自一体超豪华型,2009年2月,6.50万公里,国3,21.69万,5
马自达,马自达6 2007款 2.0L 手自一体豪华型,2007年10月,7.60万公里,国4,20.60万,4.38
马自达,马自达6 2008款 2.0L 手自一体超豪华型,2009年3月,6.60万公里,国3,21.69万,5.1
马自达,马自达6 2008款 轿跑 2.0L 运动型,2009年3月,6.60万公里,国3,21.04万,5.7
马自达,马自达6 2011款 2.0L超豪华,2011年6月,4.90万公里,国4,21.69万,7.4
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年7月,8.03万公里,国4,22.77万,4.58
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年5月,7.40万公里,国3,21.04万,5.25
马自达,马自达6 2013款 2.0L 手动型,2013年11月,3.00万公里,国5,14.09万,7.81
马自达,马自达6 2010款 2.0L 手自一体超豪华型,2009年12月,6.30万公里,--,21.69万,6.38
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年2月,7.00万公里,国3 ,19.52万,5.7
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年10月,6.50万公里,国3 ,19.52万,4.85
马自达,马自达6 2008款 2.0L 手自一体豪华型,2008年4月,7.80万公里,国3 ,20.60万,5
马自达,马自达6 2008款 轿跑 2.0L 运动型,2008年8月,7.68万公里,国3,21.04万,5.28
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年12月,7.50万公里,国3,22.77万,5.35
马自达,马自达6 2006款 2.0L 手自一体豪华型,2006年8月,9.50万公里,--,20.60万,3.8
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,7.80万公里,国3,22.77万,4.98
马自达,马自达6 2006款 2.0L 手自一体豪华型,2006年9月,9.50万公里,--,20.60万,3.98
马自达,马自达6 2008款 2.0L 手自一体超豪华型,2009年9月,7.00万公里,国3,21.69万,5.3
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年11月,8.60万公里,国4,22.77万,4.8
马自达,睿翼 2010款 2.0L 豪华版,2010年3月,13.97万公里,国4,21.14万,7
马自达,马自达6 2013款 2.0L 时尚型,2013年11月,6.80万公里,国5,16.04万,7.8
马自达,马自达6 2007款 2.0L 手自一体超豪华型,2008年5月,10.20万公里,国4,21.69万,4.5
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年11月,9.00万公里,国3 ,19.52万,4.7
马自达,睿翼 2012款 2.0L 手自一体 豪华版,2012年2月,6.70万公里,国4,18.76万,9.8
马自达,马自达6 2008款 2.0L 手自一体豪华型,2009年3月,10.50万公里,国3 ,20.60万,6.1
马自达,马自达6 2011款 2.0L豪华,2011年1月,9.00万公里,国4,20.60万,6.58
马自达,马自达CX-5 2015款 2.0L 自动 两驱 都市型,2016年11月,1.20万公里,国5,20.71万,17.5
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年8月,6.70万公里,国3,22.77万,4.78
马自达,马自达6 2010款 2.0L 手自一体豪华型,2010年8月,5.30万公里,--,20.60万,5.98
马自达,马自达6 2008款 轿跑 2.0L 豪华型,2008年10月,6.80万公里,国3,22.77万,4.8
马自达,马自达3 昂克赛拉 2014款 三厢 2.0L 自动 旗舰型,2014年12月,4.60万公里,国5,17.36万,11.36
马自达,阿特兹 2015款 2.0L 蓝天豪华版,2015年2月,4.20万公里,国5,20.49万,14.28
马自达,马自达6 2007款 2.0L 手自一体超豪华型,2008年10月,7.00万公里,国4,21.69万,4.9
马自达,马自达6 2013款 2.0L 超豪华型,2014年3月,2.87万公里,国5,17.35万,7.98
马自达,马自达6 2007款 轿跑 2.0L 手自一体豪华型,2007年4月,7.60万公里,国4,22.77万,4.38
马自达,马自达3 2007款 2.0L 手动标准型,2007年4月,18.10万公里,国4,14.63万,2.7
马自达,马自达6 2006款 2.0L 手自一体豪华型,2006年10月,9.69万公里,--,20.60万,3.5
马自达,马自达6 2006款 2.0L 手自一体豪华型,2006年10月,9.80万公里,--,20.60万,3.56
马自达,马自达5 2007款 2.0L 自动舒适型,2009年4月,8.10万公里,国4,18.43万,6.98
马自达,马自达6 2015款 2.0L 豪华型,2016年1月,3.00万公里,国5,16.59万,10.8
马自达,马自达6 2007款 2.0L 标准型,2006年7月,11.00万公里,--,暂无,3.5
马自达,马自达6 2008款 2.0L 手自一体时尚型,2009年1月,8.66万公里,国3 ,19.52万,6
马自达,马自达6 2010款 2.0L 手自一体超豪华型,2010年1月,8.00万公里,--,21.69万,4.98
马自达,马自达6 2007款 2.0L 手自一体豪华型,2008年2月,10.50万公里,国4,20.60万,3.9
马自达,马自达CX-5 2013款 2.0L 手动 两驱 舒适型,2014年4月,7.00万公里,国5,18.43万,10.98
马自达,马自达CX-5 2013款 2.0L 手动 两驱 舒适型,2014年4月,7.00万公里,国5,18.43万,10.98
马自达,阿特兹 2015款 2.0L 蓝天时尚版,2015年12月,2.18万公里,国5,19.52万,13.28
马自达,马自达6 2011款 2.0L豪华,2011年7月,8.20万公里,国4,20.60万,7.28
马自达,马自达CX-4 2016款 2.0L 自动 两驱 蓝天品位版,2016年5月,1.88万公里,国5,18.43万,13.58
马自达,马自达5 2013款 2.0L 自动 豪华型,2015年2月,5.60万公里,国4,21.04万,13
马自达,马自达3 昂克赛拉 2016款 两厢 2.0L 自动 旗舰型,2016年8月,2.81万公里,国5,17.36万,13.58
马自达,马自达3 2007款 2.0L 手动豪华型,2007年11月,18.00万公里,国4,16.80万,3.4
起亚,起亚K5 2015款 2.0L 自动 LUX,2015年8月,4.81万公里,国5,20.49万,11.38
起亚,狮跑 2009款 2.0L GLS 4*2 MT,2009年1月,19.40万公里,国4,18.87万,4.5
起亚,智跑 2016款 2.0L 自动 两驱 DLX,2015年4月,1.13万公里,国5,19.30万,13.88
起亚,起亚K5 2014款 2.0L 自动 GLS,2014年7月,4.30万公里,国4,19.41万,12.48
起亚,起亚K5 2012款 2.0L 自动 DLX,2012年2月,5.00万公里,国4,20.49万,9.88
起亚,智跑 2012款 2.0L 自动 两驱 GLS,2013年4月,3.15万公里,国4,20.93万,10.5
起亚,智跑 2014款 2.0L 自动 两驱 GLS,2014年7月,2.90万公里,国5,20.93万,11
起亚,智跑 2012款 2.0L 自动 两驱 GLS,2013年2月,4.84万公里,国4,20.93万,10.5
起亚,智跑 2012款 2.0L 自动 两驱 GLS,2013年2月,4.84万公里,国4,20.93万,9.8
起亚,起亚K5 2012款 2.0L 自动 DLX,2012年7月,6.19万公里,国4,20.49万,11
起亚,起亚K5 2014款 2.0L 自动 LUX,2014年5月,4.41万公里,国4,20.49万,10.9
起亚,起亚K5 2014款 2.0L 自动 LUX,2014年5月,4.41万公里,国4,20.49万,10.9
起亚,狮跑 2007款 2.0L GLS特别版自动 两驱,2008年8月,7.80万公里,国4,19.95万,5.1
起亚,起亚K5 2012款 2.0L 自动 DLX,2013年1月,9.10万公里,国4,20.49万,8
起亚,狮跑 2009款 2.0L GLS 4*2 MT,2009年1月,19.40万公里,国4,18.87万,4.5
起亚,起亚K5 2012款 2.0L 自动 GL,2012年10月,6.00万公里,国4,18.21万,9.6
起亚,智跑 2012款 2.0L 自动 两驱 GLS,2012年2月,7.30万公里,国4,20.93万,9.7
起亚,智跑 2016款 2.0L 自动 两驱 GLS,2017年3月,0.08万公里,国5,18.76万,15.5
起亚,起亚K5 2012款 2.0L 自动 GLS,2014年1月,5.80万公里,国4,19.41万,10.25
起亚,狮跑(进口) 2007款 2.0L(两驱型),2008年8月,22.00万公里,国4,24.08万,5
起亚,狮跑 2009款 2.0L GLS 4*2 AT,2009年12月,10.58万公里,国4,19.95万,5.15
起亚,狮跑 2009款 2.0L GLS 4*2 AT,2009年12月,10.58万公里,国4,19.95万,5.15
起亚,智跑 2015款 2.0L 自动 两驱 DLX,2015年11月,2.54万公里,国5,19.30万,13
起亚,智跑 2015款 2.0L 自动 两驱 DLX,2015年11月,2.54万公里,国5,19.30万,13
起亚,智跑 2012款 2.0L 自动 两驱 GLS,2012年12月,7.50万公里,国4,20.93万,10.5
起亚,狮跑 2013款 2.0L 手动 两驱 GLS,2013年10月,7.06万公里,国4,13.44万,8.3
起亚,狮跑 2013款 2.0L 手动 两驱 GLS,2013年10月,7.06万公里,国4,13.44万,7.9
起亚,起亚K5 2015款 2.0L 自动 GL,2014年7月,8.90万公里,国5,18.21万,9.78
奇瑞,瑞虎 2005款 2.0L 两驱 手动精英型,2006年9月,16.00万公里,国2,10.83万,1.85
奇瑞,东方之子 2012款 2.0L 自动 尊雅版,2012年6月,12.00万公里,国4,14.74万,4.98
日产,奇骏 2014款 2.0L CVT 舒适版 两驱,2016年6月,0.95万公里,国4,21.36万,16.8
日产,奇骏 2014款 2.0L CVT 舒适版 两驱,2016年8月,2.70万公里,国4,21.36万,16.6
日产,天籁 2012款 2.0L XL 智享版,2012年1月,6.00万公里,国4,23.86万,10.68
日产,天籁 2011款 2.0L XL 舒适版,2012年1月,4.00万公里,国4,21.69万,10.1
日产,天籁 2011款 2.0L XL 舒适版,2012年1月,4.00万公里,国4,21.69万,10.1
日产,天籁 2010款 2.0L XL 周年纪念版,2010年3月,8.00万公里,国4,23.32万,8.99
日产,奇骏 2017款 2.0L CVT 舒适版 两驱,2016年8月,2.00万公里,国5,21.36万,16.6
日产,天籁 2010款 2.0L XL 周年纪念版,2010年8月,7.00万公里,国4,23.32万,8.98
